QKEY,COVIDMISINFO_W63.5,COVIDCREATE_W63.5,F_PARTYSUM_FINAL,F_IDEO,F_AGECAT,F_EDUCCAT,WEIGHT_W63.5
201801094266.0,A lot,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.5243895491899507
201801094282.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.2228900847276511
201801094319.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.62526829337726
201801094331.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.5300122778479703
201801094332.0,Refused,Came about naturally,DK/Refused/No lean,Conservative,65+,College graduate+,0.29471018228384904
201801094419.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.37995031658406214
201801094471.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.44732242553576856
201801094481.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.49712288330504906
201801094495.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,0.44808885104580304
201801094501.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.27472252543231557
201801094520.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.8081393154054434
201801094556.0,None at all,Came about naturally,Dem/Lean Dem,Conservative,65+,College graduate+,0.49712288330504906
201801094567.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,50-64,Some College,0.23421344886813583
201801094633.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,1.7713725283206923
201801094645.0,Not much,Not sure,Rep/Lean Rep,Very conservative,65+,H.S. graduate or less,2.2666759986802476
201801094724.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.2751798570797386
201801094729.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.561078032636311
201801094731.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,50-64,Some College,0.4843338704683956
201801094759.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.44732242553576856
201801094769.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.27472252543231557
201801094794.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,Some College,0.38424198482774236
201801094795.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.27472252543231557
201801094797.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,College graduate+,0.43730745252361874
201801094824.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,18-29,College graduate+,0.7509918771676068
201801094905.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,18-29,College graduate+,0.34249306525017154
201801094918.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.793993330820966
201801094940.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.30446087487465623
201801094959.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,H.S. graduate or less,4.051213088028532
201801094964.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.314211276057715
201801094968.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2004393864240934
201801094972.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,H.S. graduate or less,4.5537273654622785
201801094988.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.20313757190989004
201801094991.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.8193265910458019
201801095051.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.2738586613097844
201801095148.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.6987776758675408
201801095220.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.4417102446780824
201801095244.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.633411034135302
201801095401.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.3664627353145702
201801095412.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,College graduate+,0.27472252543231557
201801095420.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.37995031658406214
201801095429.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,H.S. graduate or less,1.9329175407804213
201801095468.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.6987776758675408
201801095492.0,Some,Not sure,Dem/Lean Dem,Liberal,18-29,College graduate+,3.0119723974463777
201801095647.0,Not much,Came about naturally,Rep/Lean Rep,Very conservative,30-49,College graduate+,1.4802550177937126
201801095672.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.24960377457431507
201801095731.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.23421344886813583
201801095739.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,1.5414388702001378
201801095845.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.8904173234304539
201801095863.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,0.39277896836882886
201801095881.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.22609697056393155
201801095960.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.49322320491043264
201801095965.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.20313757190989004
201801095990.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.18930857569764087
201801096010.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.20313757190989004
201801096113.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.36032953440962434
201801096135.0,A lot,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,1.3063849125820703
201801096144.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.2751798570797386
201801096183.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.2777265934065198
201801096185.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,1.8209574432193443
201801096210.0,A lot,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.4785455387719261
201801096219.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,18-29,College graduate+,0.6251091466737874
201801096225.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.9774004536899118
201801096255.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.16661739638938972
201801096342.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.8991686477792322
201801096421.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,30-49,Some College,1.498356021989869
201801096443.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.3032593982077596
201801096461.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.4088828430690871
201801096498.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.30446087487465623
201801096566.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,H.S. graduate or less,2.570710827037535
201801096577.0,Some,Not sure,Dem/Lean Dem,Moderate,50-64,College graduate+,0.5052504561221298
201801096605.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,65+,College graduate+,0.3758142367735296
201801096640.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.27935207310063875
201801096656.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.2751798570797386
201801096779.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,Some College,0.24445445253421863
201801096790.0,Some,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.341413577213554
201801096812.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.5661227411802606
201801096814.0,Not much,Was made accidentally in a lab,Rep/Lean Rep,Conservative,65+,Some College,1.1910849790118874
201801096826.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,0.49712288330504906
201801096890.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.7247346499381029
201801096907.0,Some,Not sure,Rep/Lean Rep,Conservative,50-64,Some College,0.8642001941651632
201801096942.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.30446087487465623
201801096946.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.9031943461567729
201801097019.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,0.5396260725904269
201801097031.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.27472252543231557
201801097056.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,Some College,0.5466726303848976
201801097061.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Refused,50-64,College graduate+,0.2652446483400635
201801097200.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.16658774135557186
201801097225.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,1.1910849790118874
201801097410.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.20313757190989004
201801097471.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,0.5780707162050099
201801097512.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,50-64,College graduate+,0.4332216541457245
201801097664.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.3758142367735296
201801097696.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.24445445253421863
201801097762.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.16877671577660544
201801097823.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,30-49,Some College,0.6152502978544058
201801097889.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,Some College,0.3992781586503931
201801097960.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.30017368087428214
201801098111.0,None at all,Not sure,Rep/Lean Rep,Moderate,30-49,H.S. graduate or less,2.02045199011931
201801098142.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,College graduate+,0.22609697056393155
201801098177.0,None at all,Not sure,Rep/Lean Rep,Conservative,30-49,College graduate+,1.1298918298575997
201801098248.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,College graduate+,0.8683208200135372
201801098348.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,0.4843338704683956
201801098368.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.8670946193872194
201801098386.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,Some College,1.2583642828873354
201801098389.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.37995031658406214
201801098427.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.2228900847276511
201801098431.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,1.7896632920237299
201801098583.0,Some,Not sure,Dem/Lean Dem,Very liberal,30-49,Some College,0.5408101704070682
201801098607.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.4722859644167171
201801098620.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,H.S. graduate or less,1.5116549106996995
201801098667.0,None at all,Not sure,Rep/Lean Rep,Moderate,65+,H.S. graduate or less,2.570710827037535
201801098759.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,1.2389349045295637
201801098825.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,0.7765488718720859
201801098831.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.724054467760679
201801098949.0,Not much,Not sure,Rep/Lean Rep,Moderate,50-64,Some College,0.40642522397669273
201801098967.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.31458425377032845
201801099086.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.2777265934065198
201801099103.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,18-29,H.S. graduate or less,1.7965092572227719
201801099130.0,Not much,Was made accidentally in a lab,Dem/Lean Dem,Conservative,50-64,Some College,0.8642001941651632
201801099200.0,Some,Came about naturally,Dem/Lean Dem,Very conservative,30-49,H.S. graduate or less,2.077958539432668
201801099213.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,Some College,0.5598037618536549
201801099252.0,Not much,Not sure,Dem/Lean Dem,Very liberal,30-49,H.S. graduate or less,3.142634452922935
201801099255.0,A lot,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.7820290159816554
201801099366.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.5108922439410989
201801099471.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,Some College,0.38424198482774236
201801099535.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,18-29,College graduate+,0.37619669203349937
201801099541.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,2.4340012763169137
201801099599.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,18-29,College graduate+,0.6157933677461086
201801099611.0,Some,Not sure,Rep/Lean Rep,Conservative,50-64,College graduate+,0.2763450083576254
201801099674.0,None at all,Not sure,Rep/Lean Rep,Very conservative,50-64,H.S. graduate or less,1.7713725283206923
201801099717.0,Not much,Came about naturally,Rep/Lean Rep,Very conservative,50-64,College graduate+,0.5703063293653231
201801099726.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.24960377457431507
201801099840.0,None at all,Was made accidentally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,1.2583642828873354
201801099842.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.22609697056393155
201801099899.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.5749938770349752
201801099911.0,None at all,Came about naturally,Rep/Lean Rep,Very conservative,65+,Some College,1.0039170545609695
201801099917.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,30-49,Some College,0.5466726303848976
201801099940.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,3.093837438877161
201801100004.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.3713983742887386
201801100007.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.07844521463098372
201801100013.0,A lot,Not sure,Dem/Lean Dem,Very liberal,18-29,Some College,2.1620709396943054
201801100036.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.20313757190989004
201801100064.0,Not much,Not sure,Rep/Lean Rep,Conservative,50-64,College graduate+,0.4332216541457245
201801100122.0,Some,Not sure,Dem/Lean Dem,Moderate,50-64,College graduate+,0.6534441281110653
201801100141.0,None at all,Not sure,Rep/Lean Rep,Conservative,30-49,Some College,0.5780707162050099
201801100159.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Very liberal,30-49,College graduate+,0.8193265910458019
